Date,Month,Season,Temperature_C,Weather_Condition,Gender,Brand,Product Name,Fabric,Price_INR,Description
2025-10-07,October,Autumn,29.0,Pleasant,Men,Westside,Designer Denim Silk Blend Dupatta,Denim,12317,A designer silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Banaras.
2025-10-08,October,Autumn,26.3,Pleasant,Unisex,W for Woman,Elegant Denim Long Sleeve T-Shirt,Denim,2543,A elegant long sleeve t-shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-09,October,Autumn,31.0,Breezy,Men,Pantaloons,Premium Denim Silk Blend Dupatta,Denim,3555,A premium silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Surat.
2025-10-10,October,Autumn,25.1,Breezy,Women,W for Woman,Sustainable Silk Casual Blazer,Silk,11254,A sustainable casual blazer crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-10-11,October,Autumn,28.2,Clear,Men,Biba,Elegant Denim Silk Blend Dupatta,Denim,7129,A elegant silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-12,October,Autumn,27.8,Breezy,Women,W for Woman,Modern Denim Silk Blend Dupatta,Denim,1375,A modern silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Banaras.
2025-10-13,October,Autumn,27.1,Clear,Men,Louis Philippe,Elegant Silk Silk Blend Dupatta,Silk,12424,A elegant silk blend dupatta crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-10-14,October,Autumn,30.4,Breezy,Women,Westside,Designer Denim Layered Hoodie,Denim,13546,A designer layered hoodie crafted from denim. Perfect for the autumn weather in India. Sourced from Mumbai.
2025-10-15,October,Autumn,29.1,Clear,Women,Louis Philippe,Urban Denim Lightweight Flannel Shirt,Denim,8310,A urban lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-10-16,October,Autumn,27.3,Breezy,Women,Raymond,Designer Denim Casual Blazer,Denim,7685,A designer casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Surat.
2025-10-17,October,Autumn,24.9,Clear,Unisex,Manyavar,Classic Denim Denim Trucker Jacket,Denim,10252,A classic denim trucker jacket crafted from denim. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-10-18,October,Autumn,29.3,Pleasant,Men,Pantaloons,Vintage Denim Long Sleeve T-Shirt,Denim,3833,A vintage long sleeve t-shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-10-19,October,Autumn,25.2,Breezy,Women,Allen Solly,Vintage Denim Long Sleeve T-Shirt,Denim,1563,A vintage long sleeve t-shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-10-20,October,Autumn,26.5,Clear,Men,Peter England,Designer Denim Silk Blend Dupatta,Denim,12104,A designer silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-10-21,October,Autumn,26.8,Clear,Women,W for Woman,Modern Silk Lightweight Flannel Shirt,Silk,4808,A modern lightweight flannel shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-22,October,Autumn,26.8,Clear,Men,Biba,Classic Denim Layered Hoodie,Denim,10892,A classic layered hoodie crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-10-23,October,Autumn,30.6,Clear,Unisex,W for Woman,Elegant Silk Knitted Poncho,Silk,11324,A elegant knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-24,October,Autumn,28.0,Breezy,Men,Allen Solly,Designer Denim Knitted Poncho,Denim,1313,A designer knitted poncho crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-10-25,October,Autumn,33.4,Breezy,Women,Allen Solly,Vintage Silk Long Sleeve T-Shirt,Silk,8510,A vintage long sleeve t-shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-26,October,Autumn,30.0,Pleasant,Unisex,Manyavar,Bohemian Silk Layered Hoodie,Silk,12766,A bohemian layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-10-27,October,Autumn,26.3,Breezy,Men,Biba,Vintage Denim Casual Blazer,Denim,6928,A vintage casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Surat.
2025-10-28,October,Autumn,25.0,Pleasant,Men,FabIndia,Bohemian Silk Layered Hoodie,Silk,2444,A bohemian layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Mumbai.
2025-10-29,October,Autumn,29.8,Pleasant,Women,FabIndia,Designer Silk Layered Hoodie,Silk,12519,A designer layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-10-30,October,Autumn,27.7,Pleasant,Women,Peter England,Bohemian Denim Layered Hoodie,Denim,3685,A bohemian layered hoodie crafted from denim. Perfect for the autumn weather in India. Sourced from Banaras.
2025-10-31,October,Autumn,28.8,Pleasant,Unisex,Raymond,Modern Denim Casual Blazer,Denim,11559,A modern casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-01,November,Autumn,17.1,Cooling,Men,W for Woman,Premium Denim Silk Blend Dupatta,Denim,4798,A premium silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-11-02,November,Autumn,22.4,Cooling,Men,Westside,Vintage Denim Casual Blazer,Denim,8411,A vintage casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-11-03,November,Autumn,18.7,Dry,Women,Pantaloons,Handcrafted Silk Long Sleeve T-Shirt,Silk,13750,A handcrafted long sleeve t-shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-04,November,Autumn,22.9,Dry,Women,Biba,Handcrafted Silk Knitted Poncho,Silk,4796,A handcrafted knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-11-05,November,Autumn,21.9,Cooling,Women,Louis Philippe,Premium Silk Layered Hoodie,Silk,9534,A premium layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-11-06,November,Autumn,13.3,Clear,Women,Louis Philippe,Vintage Silk Denim Trucker Jacket,Silk,10335,A vintage denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-11-07,November,Autumn,21.8,Cooling,Unisex,Biba,Bohemian Silk Lightweight Flannel Shirt,Silk,6048,A bohemian lightweight flannel shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Mumbai.
2025-11-08,November,Autumn,23.4,Clear,Men,Peter England,Modern Denim Denim Trucker Jacket,Denim,3416,A modern denim trucker jacket crafted from denim. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-11-09,November,Autumn,23.5,Clear,Women,Louis Philippe,Premium Silk Denim Trucker Jacket,Silk,7698,A premium denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-10,November,Autumn,20.2,Cooling,Unisex,FabIndia,Designer Denim Layered Hoodie,Denim,10586,A designer layered hoodie crafted from denim. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-11-11,November,Autumn,23.7,Dry,Unisex,Pantaloons,Sustainable Silk Casual Blazer,Silk,10323,A sustainable casual blazer crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-12,November,Autumn,23.0,Cooling,Men,Pantaloons,Modern Denim Lightweight Flannel Shirt,Denim,5960,A modern lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Banaras.
2025-11-13,November,Autumn,18.2,Dry,Women,FabIndia,Classic Denim Lightweight Flannel Shirt,Denim,12439,A classic lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-14,November,Autumn,24.6,Dry,Women,Raymond,Elegant Denim Denim Trucker Jacket,Denim,11293,A elegant denim trucker jacket crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-11-15,November,Autumn,18.1,Cooling,Women,Raymond,Classic Silk Layered Hoodie,Silk,11821,A classic layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-16,November,Autumn,16.8,Dry,Unisex,Pantaloons,Designer Silk Knitted Poncho,Silk,4522,A designer knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-11-17,November,Autumn,22.4,Dry,Women,Westside,Handcrafted Silk Layered Hoodie,Silk,2942,A handcrafted layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-11-18,November,Autumn,21.1,Clear,Women,Allen Solly,Classic Silk Knitted Poncho,Silk,8842,A classic knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-11-19,November,Autumn,16.7,Clear,Unisex,Allen Solly,Premium Silk Silk Blend Dupatta,Silk,3180,A premium silk blend dupatta crafted from silk. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-11-20,November,Autumn,22.8,Clear,Women,FabIndia,Modern Silk Layered Hoodie,Silk,14039,A modern layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-11-21,November,Autumn,23.7,Clear,Unisex,FabIndia,Urban Denim Silk Blend Dupatta,Denim,3797,A urban silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Mumbai.
2025-11-22,November,Autumn,23.7,Clear,Unisex,Allen Solly,Handcrafted Denim Knitted Poncho,Denim,8006,A handcrafted knitted poncho crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-23,November,Autumn,26.2,Dry,Unisex,Pantaloons,Elegant Silk Lightweight Flannel Shirt,Silk,9368,A elegant lightweight flannel shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Surat.
2025-11-24,November,Autumn,16.9,Dry,Women,Allen Solly,Urban Silk Denim Trucker Jacket,Silk,13130,A urban denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Surat.
2025-11-25,November,Autumn,14.8,Cooling,Unisex,Manyavar,Urban Denim Casual Blazer,Denim,13592,A urban casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-11-26,November,Autumn,24.3,Dry,Unisex,Louis Philippe,Modern Silk Long Sleeve T-Shirt,Silk,4876,A modern long sleeve t-shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-11-27,November,Autumn,16.2,Dry,Unisex,Peter England,Premium Silk Casual Blazer,Silk,5584,A premium casual blazer crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-28,November,Autumn,19.0,Dry,Women,FabIndia,Handcrafted Denim Layered Hoodie,Denim,3184,A handcrafted layered hoodie crafted from denim. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-11-29,November,Autumn,16.4,Cooling,Women,Manyavar,Premium Silk Silk Blend Dupatta,Silk,8522,A premium silk blend dupatta crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-11-30,November,Autumn,23.4,Cooling,Men,Westside,Modern Silk Lightweight Flannel Shirt,Silk,1863,A modern lightweight flannel shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Surat.
2025-12-01,December,Winter,21.5,Dry,Men,Raymond,Bohemian Velvet Handwoven Shawl,Velvet,5708,A bohemian handwoven shawl crafted from velvet. Perfect for the winter weather in India. Sourced from Kolkata.
2025-12-02,December,Winter,15.2,Chilly,Men,Louis Philippe,Vintage Wool Tweed Blazer,Wool,9431,A vintage tweed blazer crafted from wool. Perfect for the winter weather in India. Sourced from Ludhiana.
2025-12-03,December,Winter,16.6,Cold,Unisex,Westside,Bohemian Velvet Padded Bomber Jacket,Velvet,1803,A bohemian padded bomber jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Mysore.
2025-12-04,December,Winter,22.5,Chilly,Unisex,Raymond,Elegant Wool Padded Bomber Jacket,Wool,13794,A elegant padded bomber jacket crafted from wool. Perfect for the winter weather in India. Sourced from Jaipur.
2025-12-05,December,Winter,15.8,Dry,Women,Westside,Modern Velvet Handwoven Shawl,Velvet,10930,A modern handwoven shawl crafted from velvet. Perfect for the winter weather in India. Sourced from Kolkata.
2025-12-06,December,Winter,11.9,Chilly,Women,FabIndia,Sustainable Velvet Quilted Nehru Jacket,Velvet,11695,A sustainable quilted nehru jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-07,December,Winter,16.1,Chilly,Women,Peter England,Bohemian Wool Kashmiri Embroidered Phiran,Wool,9744,A bohemian kashmiri embroidered phiran crafted from wool. Perfect for the winter weather in India. Sourced from Kolkata.
2025-12-08,December,Winter,19.7,Cold,Unisex,W for Woman,Sustainable Velvet Padded Bomber Jacket,Velvet,6343,A sustainable padded bomber jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-09,December,Winter,14.4,Dry,Women,Peter England,Classic Velvet Handwoven Shawl,Velvet,1466,A classic handwoven shawl crafted from velvet. Perfect for the winter weather in India. Sourced from Ludhiana.
2025-12-10,December,Winter,20.0,Chilly,Men,Louis Philippe,Vintage Velvet Turtleneck Thermal Sweater,Velvet,10842,A vintage turtleneck thermal sweater crafted from velvet. Perfect for the winter weather in India. Sourced from Surat.
2025-12-11,December,Winter,21.9,Cold,Men,W for Woman,Modern Velvet Kashmiri Embroidered Phiran,Velvet,7937,A modern kashmiri embroidered phiran crafted from velvet. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-12,December,Winter,9.3,Dry,Men,Westside,Urban Wool Padded Bomber Jacket,Wool,11764,A urban padded bomber jacket crafted from wool. Perfect for the winter weather in India. Sourced from Kolkata.
2025-12-13,December,Winter,21.2,Dry,Men,Pantaloons,Sustainable Velvet Velvet Sherwani Set,Velvet,14055,A sustainable velvet sherwani set crafted from velvet. Perfect for the winter weather in India. Sourced from Ludhiana.
2025-12-14,December,Winter,14.5,Chilly,Men,Raymond,Sustainable Velvet Heavy Woolen Trench Coat,Velvet,9053,A sustainable heavy woolen trench coat crafted from velvet. Perfect for the winter weather in India. Sourced from Jaipur.
2025-12-15,December,Winter,20.8,Chilly,Men,Westside,Bohemian Velvet Quilted Nehru Jacket,Velvet,13851,A bohemian quilted nehru jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Mumbai.
2025-12-16,December,Winter,10.9,Cold,Men,Peter England,Bohemian Velvet Padded Bomber Jacket,Velvet,1465,A bohemian padded bomber jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Mysore.
2025-12-17,December,Winter,18.8,Dry,Unisex,Allen Solly,Handcrafted Velvet Handwoven Shawl,Velvet,9474,A handcrafted handwoven shawl crafted from velvet. Perfect for the winter weather in India. Sourced from Mumbai.
2025-12-18,December,Winter,8.5,Cold,Unisex,Raymond,Premium Velvet Turtleneck Thermal Sweater,Velvet,7296,A premium turtleneck thermal sweater crafted from velvet. Perfect for the winter weather in India. Sourced from Kolkata.
2025-12-19,December,Winter,15.7,Chilly,Women,W for Woman,Handcrafted Velvet Heavy Woolen Trench Coat,Velvet,12290,A handcrafted heavy woolen trench coat crafted from velvet. Perfect for the winter weather in India. Sourced from Mumbai.
2025-12-20,December,Winter,18.7,Chilly,Unisex,Westside,Premium Wool Heavy Woolen Trench Coat,Wool,13693,A premium heavy woolen trench coat crafted from wool. Perfect for the winter weather in India. Sourced from Surat.
2025-12-21,December,Winter,17.1,Cold,Men,Raymond,Vintage Velvet Merino Wool Cardigan,Velvet,2938,A vintage merino wool cardigan crafted from velvet. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-22,December,Winter,12.1,Dry,Men,Louis Philippe,Urban Wool Turtleneck Thermal Sweater,Wool,14712,A urban turtleneck thermal sweater crafted from wool. Perfect for the winter weather in India. Sourced from Kashmir.
2025-12-23,December,Winter,11.9,Dry,Women,Manyavar,Urban Wool Quilted Nehru Jacket,Wool,2409,A urban quilted nehru jacket crafted from wool. Perfect for the winter weather in India. Sourced from Mumbai.
